model	temperature	Q1value_mean	Q1value_std	Q1value_median	Q1value_max	Q1value_min	Q1value_skew	Q1value_kurtosis	Q2value_mean	Q2value_std	Q2value_median	Q2value_max	Q2value_min	Q2value_skew	Q2value_kurtosis	Q3value_mean	Q3value_std	Q3value_median	Q3value_max	Q3value_min	Q3value_skew	Q3value_kurtosis	Q4value_mean	Q4value_std	Q4value_median	Q4value_max	Q4value_min	Q4value_skew	Q4value_kurtosis
gemma-3-12b-it	0.1	58.333333333333336	25.37081317024624	65.0	85.0	25.0	-0.4021976577644726	-1.5535714285714275	52.333333333333336	16.543220995910684	60.0	70.0	30.0	-0.5462309470355431	-1.5167220385117692	31.666666666666668	31.16511459654997	10.0	75.0	10.0	0.7448804862362216	-1.553571428571429	25.0	14.97123679040856	30.0	40.0	5.0	-0.4954555539682967	-1.5535714285714286
gemma-3-1b-it	0.7	66.66666666666667	11.986582537134604	75.0	75.0	50.0	-0.7448804862362234	-1.5535714285714273	81.66666666666667	4.794633014853841	85.0	85.0	75.0	-0.7448804862362249	-1.5535714285714255	71.33333333333333	11.957780134587123	70.0	90.0	60.0	0.6340252234172216	-1.139787932004721	55.333333333333336	23.559657706859152	50.0	85.0	30.0	0.2306886912363854	-1.6461282368250572
gemma-3-1b-it	0.4	65.66666666666667	14.42778290452937	75.0	75.0	20.0	-1.397258596604898	1.599623108185114	81.56666666666666	6.452389738177115	85.0	88.0	60.0	-1.494556737054488	2.5886875220930663	73.9	12.909098635699046	70.0	90.0	50.0	0.1638566534593237	-1.442580811187267	59.0	22.52967391900184	60.0	90.0	30.0	-0.0001938437298536	-1.4414099640845826
gemma-3-1b-it	0.9	23.0	4.83045891539648	20.0	30.0	20.0	1.035098339013531	-1.2244897959183674	82.0	4.83045891539648	85.0	85.0	75.0	-1.035098339013531	-1.2244897959183674	77.0	5.868938953886336	75.0	85.0	70.0	0.5565109908146644	-1.1806897576928796	88.0	6.324555320336759	90.0	90.0	70.0	-3.162277660168379	10.0
gemma-3-1b-it	0.1	30.0	14.383899044561524	20.0	50.0	20.0	0.7448804862362217	-1.5535714285714286	75.66666666666667	2.537081317024625	75.0	85.0	75.0	3.659998685656688	12.206632653061185	78.0	9.878573120474016	85.0	85.0	60.0	-0.9784381635972856	-0.7154149143997937	47.333333333333336	29.587198225762688	30.0	90.0	5.0	0.2577039345455436	-1.4426843930521267
gemma-3-27b-it	0.7	66.33333333333333	20.296650536197	75.0	85.0	35.0	-0.671010232934398	-1.3670433644998194	45.333333333333336	18.14374278639473	40.0	70.0	30.0	0.6105363340033858	-1.5833828420728826	31.0	24.68421246115797	15.0	70.0	10.0	0.7761389937258828	-1.4029035993114272	30.33333333333333	18.842968748696894	30.0	60.0	10.0	0.3462582859404695	-1.406034487185546
gemma-3-27b-it	0.4	65.0	21.97176872010205	75.0	85.0	35.0	-0.6269641001399384	-1.5535714285714286	46.66666666666666	17.287295182088023	40.0	70.0	30.0	0.5562110506071222	-1.5535714285714302	33.166666666666664	26.145591483517613	15.0	70.0	15.0	0.748496328654043	-1.5425906126835678	33.0	20.535923108811897	30.0	60.0	10.0	0.2564729154652397	-1.5089545919462302
gemma-3-27b-it	0.9	65.0	21.97176872010205	75.0	85.0	35.0	-0.6269641001399384	-1.5535714285714286	46.66666666666666	17.287295182088023	40.0	70.0	30.0	0.5562110506071222	-1.5535714285714302	35.833333333333336	26.49278800149116	20.0	75.0	15.0	0.7346116095752644	-1.5210616215656405	34.333333333333336	19.8152385340404	30.0	60.0	10.0	0.3194976281547981	-1.5257154722467952
gemma-3-27b-it	0.1	61.66666666666666	20.899320783111644	65.0	85.0	35.0	-0.2518339207937271	-1.5535714285714288	46.66666666666666	17.287295182088023	40.0	70.0	30.0	0.5562110506071222	-1.5535714285714302	28.666666666666668	23.375987286298635	15.0	65.0	10.0	0.7273114279813393	-1.5246415644416509	30.33333333333333	16.291172420994588	30.0	50.0	10.0	-0.0059624580888594	-1.503066408752089
gemma-3-4b-it	0.7	75.0	0.0	75.0	75.0	75.0	0.0	0.0	61.5	2.3304579984969958	60.0	65.0	60.0	0.9195004347811272	-1.2421264802217182	30.83333333333333	10.346024834933342	30.0	65.0	20.0	1.137532139154215	2.453132741768389	36.66666666666666	31.5499968122118	20.0	80.0	10.0	0.6679526190681762	-1.5630757004410911
gemma-3-4b-it	0.4	75.0	0.0	75.0	75.0	75.0	0.0	0.0	60.833333333333336	4.564354645876384	60.0	65.0	40.0	-3.2647502196120777	15.339901477832523	27.33333333333333	14.12587094253156	20.0	80.0	10.0	1.9249950563776717	5.354145114266911	37.0	31.61187031524054	20.0	80.0	5.0	0.6103589318748807	-1.5712235182961407
gemma-3-4b-it	0.9	78.33333333333333	4.794633014853841	75.0	85.0	75.0	0.7448804862362249	-1.5535714285714255	66.13333333333334	9.683734436862578	60.0	92.0	60.0	1.447422985567533	1.356744462266676	45.16666666666666	25.780349818837003	35.0	85.0	20.0	0.571379494293175	-1.4717220798694202	34.666666666666664	23.559657706859152	30.0	70.0	10.0	0.396518848995627	-1.4959136871442036
gemma-3-4b-it	0.1	71.66666666666667	4.794633014853841	75.0	75.0	65.0	-0.7448804862362249	-1.5535714285714255	51.333333333333336	10.080138659874615	60.0	60.0	40.0	-0.2834428129958288	-2.062055591467355	26.33333333333333	17.515182248421006	20.0	60.0	10.0	0.8136937194833848	-0.7850686315052648	35.833333333333336	32.29933631573228	20.0	80.0	5.0	0.6339853292657132	-1.545964863049205
Llama-3.3-70B-Instruct-Turbo	0.7	60.0	28.767798089123048	80.0	80.0	20.0	-0.7448804862362217	-1.5535714285714286	55.333333333333336	12.52124631158585	60.0	90.0	40.0	0.3143379427995654	0.3617130669916606	40.0	28.767798089123048	20.0	80.0	20.0	0.7448804862362217	-1.5535714285714286	31.0	22.026629651244956	35.0	90.0	10.0	0.7770341383678225	0.1130279732850185
Llama-3.3-70B-Instruct-Turbo	0.4	60.0	28.767798089123048	80.0	80.0	20.0	-0.7448804862362217	-1.5535714285714286	54.333333333333336	11.651056880677464	60.0	70.0	40.0	-0.2480292440528367	-1.541911891305086	38.333333333333336	28.89736097404688	20.0	80.0	10.0	0.7474948753761937	-1.4392913525581108	32.666666666666664	20.49950938577485	35.0	90.0	10.0	1.0805083270031832	1.4647604249960522
Llama-3.3-70B-Instruct-Turbo	0.9	60.0	28.767798089123048	80.0	80.0	20.0	-0.7448804862362217	-1.5535714285714286	59.66666666666666	14.499306364701424	60.0	90.0	40.0	0.1345115479128787	-0.3228718904599956	38.66666666666666	28.61556525236997	20.0	80.0	10.0	0.7584998145958329	-1.438618953475694	30.0	20.67815772491717	30.0	90.0	10.0	1.5042921713440376	3.075588837685612
Llama-3.3-70B-Instruct-Turbo	0.1	60.0	28.767798089123048	80.0	80.0	20.0	-0.7448804862362217	-1.5535714285714286	55.66666666666666	11.9433528860584	60.0	70.0	40.0	-0.3639451193341509	-1.4558686941048649	40.0	28.767798089123048	20.0	80.0	20.0	0.7448804862362217	-1.5535714285714286	28.33333333333333	19.31291033860838	30.0	90.0	10.0	1.2679716941372472	2.455276357707739
Llama-4-Maverick-17B	0.7	80.0	0.0	80.0	80.0	80.0	0.0	0.0	60.0	21.17252611449483	60.0	90.0	20.0	0.0	-0.7830844369305909	24.0	12.205143065174587	20.0	40.0	10.0	0.3706478080308199	-1.4911775752825136	43.333333333333336	28.324880415894302	30.0	90.0	0.0	0.5531254576780206	-1.0051448088040562
Llama-4-Maverick-17B	0.4	80.0	0.0	80.0	80.0	80.0	0.0	0.0	52.66666666666666	23.915560269174247	60.0	90.0	20.0	-0.3221264928275084	-1.1636472892576135	23.666666666666668	12.452207485597397	20.0	40.0	10.0	0.3838035569570194	-1.524169008432398	45.66666666666666	33.80301285626652	30.0	90.0	0.0	0.3560377974222159	-1.4166005604622314
Llama-4-Maverick-17B	0.9	80.0	0.0	80.0	80.0	80.0	0.0	0.0	58.66666666666666	24.45732854463524	60.0	90.0	20.0	-0.18320150116375	-1.022123220838392	27.0	15.789564428051404	20.0	70.0	10.0	1.378533867574379	1.7946629725008196	50.66666666666666	29.81937964309201	40.0	90.0	0.0	0.3656475486874618	-1.3215979403335618
Llama-4-Maverick-17B	0.1	73.33333333333333	9.589266029707684	80.0	80.0	60.0	-0.7448804862362199	-1.5535714285714313	45.333333333333336	23.00424748386373	40.0	90.0	20.0	0.3092607372795471	-1.3859469675607354	32.0	26.050349127318285	20.0	70.0	10.0	0.7558734224361503	-1.353816995269256	37.66666666666666	34.107672646097285	30.0	90.0	0.0	0.2640097089802533	-1.561555849618712
Llama-4-Scout-17B	0.7	80.0	0.0	80.0	80.0	80.0	0.0	0.0	64.21052631578948	29.309799171699897	90.0	90.0	20.0	-0.3914592321695422	-1.7222527354730306	11.052631578947368	5.671308728156005	10.0	20.0	0.0	0.050917710059108	0.5902284880894508	24.210526315789476	24.56641552872182	20.0	60.0	0.0	0.3574998448517666	-1.536160245601757
Llama-4-Scout-17B	0.4	80.0	0.0	80.0	80.0	80.0	0.0	0.0	85.45454545454545	15.075567228888184	90.0	90.0	40.0	-3.3166247903554	10.999999999999996	12.727272727272728	4.670993664969138	10.0	20.0	10.0	1.1893733869134384	-0.7638888888888884	40.0	17.88854381999832	40.0	60.0	20.0	0.0	-1.8750000000000004
Llama-4-Scout-17B	0.9	80.0	0.0	80.0	80.0	80.0	0.0	0.0	63.52941176470589	31.213213642339888	90.0	90.0	20.0	-0.4700476625484593	-1.7668836698367492	13.529411764705882	6.063390625908324	10.0	20.0	0.0	-0.310057543046448	-0.4787199999999996	27.058823529411764	25.681877336546325	20.0	60.0	0.0	0.2448273284567345	-1.720691523105366
Llama-4-Scout-17B	0.1	80.0	0.0	80.0	80.0	80.0	0.0	0.0	72.0	24.96894623050939	90.0	90.0	20.0	-0.770679170782132	-1.2917532556526412	11.666666666666666	6.989318615762459	10.0	20.0	0.0	-0.2404629637454606	-0.8314384577360339	27.666666666666668	24.59090571081433	20.0	60.0	0.0	0.3928957068415883	-1.5100167797827444
gpt-4.1	0.7	66.16666666666667	17.601103674903815	72.5	85.0	40.0	-0.5834928453658844	-1.3487943341660655	67.83333333333333	11.93974335002088	65.0	90.0	40.0	0.0662516045340412	0.07796876917928	38.833333333333336	27.28152505259562	20.0	80.0	15.0	0.773240739896509	-1.4466595866207117	26.666666666666668	25.708355455569013	10.0	70.0	5.0	0.774151965785591	-1.391154199297867
gpt-4.1	0.4	66.66666666666667	19.13352957566869	75.0	85.0	35.0	-0.6222425557912664	-1.3696415236959238	69.33333333333333	14.546793303071947	65.0	90.0	40.0	0.2854406715900692	-0.9019470922762504	39.0	28.50892177353705	20.0	80.0	10.0	0.7346470965203541	-1.526166493301913	27.166666666666668	27.439065196368748	10.0	70.0	5.0	0.7504853490463216	-1.4575825664737196
gpt-4.1	0.9	63.5	23.530977381989985	72.5	90.0	25.0	-0.5933923239922132	-1.4244226140717346	65.66666666666667	10.88603449959795	65.0	85.0	40.0	-0.0324255820866999	-0.2182972174627568	39.5	29.40062162138988	20.0	85.0	10.0	0.709410659109167	-1.509075844830562	27.166666666666668	26.11920067073571	10.0	70.0	5.0	0.7779913593433461	-1.3601096501960694
gpt-4.1	0.1	58.5	21.381187348082264	65.0	80.0	30.0	-0.4842501339952137	-1.5576833217643595	59.0	15.558565663879218	60.0	85.0	40.0	-0.0064744143456913	-1.352729675972791	37.5	27.06155180707301	20.0	80.0	15.0	0.7375489717428501	-1.5270564798892408	26.166666666666668	25.61933985708148	10.0	70.0	5.0	0.7815464272720766	-1.3038164603427198
gpt-4.1-mini	0.7	58.0	27.90377554481064	70.0	85.0	20.0	-0.6096798153145554	-1.5499651797381904	54.16666666666666	15.204544087855451	50.0	75.0	40.0	0.5324125518864908	-1.5561696346800014	40.833333333333336	23.56514570194768	30.0	80.0	10.0	0.3941228495004115	-1.464025057480774	34.333333333333336	21.12088904433212	40.0	60.0	5.0	-0.1092775574133797	-1.5472692274558555
gpt-4.1-mini	0.4	58.833333333333336	28.51748808076864	70.0	85.0	20.0	-0.6117862515497259	-1.5578900871070671	53.16666666666666	17.294773644147497	40.0	80.0	40.0	0.6429080535959715	-1.5880985118056232	39.0	26.665229846348986	30.0	80.0	10.0	0.4669695281396723	-1.4833573404707483	34.333333333333336	22.770721269350183	40.0	70.0	5.0	-0.0928367398862166	-1.5205217323286702
gpt-4.1-mini	0.9	57.833333333333336	29.38106748293502	70.0	85.0	10.0	-0.6257841220303811	-1.4889671040939023	54.0	17.782207302574225	40.0	90.0	40.0	0.7279621201640732	-1.2868611445177436	41.333333333333336	29.82516102027041	30.0	85.0	10.0	0.520810108386819	-1.5390722619901398	34.333333333333336	23.58891225998341	30.0	70.0	5.0	0.1147921968230709	-1.4933084072197451
gpt-4.1-mini	0.1	56.333333333333336	30.45441288824685	70.0	85.0	10.0	-0.6496385259008949	-1.456717311602877	49.833333333333336	20.149584291653184	45.0	80.0	20.0	0.2766684901460155	-1.4450522300411943	36.0	25.81098402912458	25.0	70.0	10.0	0.4506861516050083	-1.629014614817632	32.833333333333336	22.806658636479817	30.0	60.0	5.0	-0.0140859287881547	-1.5924878633689044
gpt-4.1-nano	0.7	74.5	6.067152942491743	75.0	85.0	65.0	0.2034770854181307	-0.5907940529969942	57.333333333333336	20.372959315336782	60.0	85.0	30.0	0.0441824176532013	-1.5505021312076	20.666666666666668	9.07187139319736	20.0	40.0	10.0	0.1592320986377705	-1.1762942123261704	25.166666666666668	19.847840729137147	20.0	60.0	5.0	0.5370858271930165	-1.2365284652136954
gpt-4.1-nano	0.4	75.5	5.309393107730279	75.0	85.0	70.0	0.8997629644011513	-0.2889010910221246	59.66666666666666	20.800088417141875	60.0	85.0	20.0	-0.2697427253333709	-1.323132921542077	21.0	10.618786215460558	20.0	40.0	10.0	0.7146265519729309	-0.6091848217931881	20.666666666666668	15.241353305225642	20.0	60.0	5.0	1.108909829289303	1.0922030526506368
gpt-4.1-nano	0.9	79.16666666666667	6.308633019498966	80.0	85.0	65.0	-0.7684485222903276	-0.3340029752207667	61.833333333333336	19.89122720045774	70.0	90.0	20.0	-0.4913528677998898	-0.7583152477685235	23.33333333333333	12.685406585123122	20.0	50.0	10.0	0.7279777605536949	-0.5706997084548115	26.0	19.800731438945416	20.0	65.0	5.0	0.5942167037509768	-0.9875974417261376
gpt-4.1-nano	0.1	71.16666666666667	2.520034664968654	70.0	75.0	65.0	0.4219578528308871	0.0415634405519944	56.66666666666666	23.39073399407572	60.0	85.0	20.0	-0.0959096606165401	-1.486544565305114	16.666666666666668	4.794633014853841	20.0	20.0	10.0	-0.7448804862362228	-1.5535714285714284	19.33333333333333	16.750364552560587	10.0	60.0	5.0	1.0497321821972836	0.2140459839632651
gpt-4o	0.7	71.33333333333333	15.47708725455334	75.0	85.0	30.0	-1.7026770643736004	2.2568312003608217	68.66666666666667	10.901861066471344	65.0	90.0	60.0	1.0295893870528756	-0.3321164411126989	28.666666666666668	23.265089035206632	20.0	75.0	10.0	0.8790309209080835	-0.8741549652957801	26.166666666666668	20.115328403523744	20.0	65.0	5.0	0.6650350343096738	-0.9504680806156034
gpt-4o	0.4	68.83333333333333	14.424795064182998	70.0	85.0	40.0	-0.8672917429101412	0.0049296700076189	64.33333333333333	14.24740347386591	60.0	90.0	40.0	0.0770611326048277	-0.5830342061294402	25.33333333333333	20.465839213495343	10.0	70.0	10.0	0.9960489305805466	-0.456930754338579	26.166666666666668	21.68279682515426	20.0	70.0	5.0	0.8466552828845713	-0.519976219978203
gpt-4o	0.9	63.5	22.01684308229372	75.0	85.0	25.0	-0.6958706993885739	-1.2712372290723688	68.83333333333333	12.911057365640142	70.0	90.0	50.0	0.3148703333703496	-0.9399233974887884	33.5	27.106113319883114	20.0	80.0	10.0	0.7895421139580319	-1.2107996069563014	28.33333333333333	21.2267452202093	20.0	70.0	5.0	0.5928499471204858	-1.2245893870485527
gpt-4o	0.1	74.75	4.722566206941663	75.0	80.0	65.0	-0.3091914283814888	-1.010852979821944	66.75	13.59905182453232	65.0	90.0	40.0	-0.1669416268998531	-0.8463894056973751	14.5	5.104177855340405	10.0	20.0	10.0	0.2176865976463921	-2.182610417904536	13.25	8.472090402579147	10.0	30.0	5.0	0.7589485637813335	-0.5157552926495472
gpt-4o-mini	0.7	73.5	6.9666694164873855	70.0	85.0	60.0	-0.1573446965291404	-0.3375168579652299	50.16666666666666	16.84018865758304	50.0	75.0	30.0	0.073592188712741	-1.5952042996407254	29.33333333333333	22.427405238839523	20.0	80.0	10.0	0.992960256938644	-0.4685929639244039	22.5	19.94604791897901	12.5	80.0	0.0	1.1889758429457478	0.9334341092997032
gpt-4o-mini	0.4	74.16666666666667	6.443833370420678	70.0	85.0	60.0	0.4353371016440258	-0.419340217259303	51.5	14.689311150253626	50.0	70.0	30.0	-0.0452847482830429	-1.3699961063915371	29.0	22.18262756116239	20.0	70.0	10.0	0.7034858985583919	-1.3583975309069831	20.0	20.384240024570705	10.0	80.0	5.0	1.9170813019735933	3.447697017547743
gpt-4o-mini	0.9	70.83333333333333	11.070567793223969	70.0	85.0	40.0	-1.3282430401936136	2.3734815971607977	50.66666666666666	15.07071454117585	50.0	70.0	30.0	0.138349129845061	-1.4556854023879384	35.333333333333336	25.014938065819425	20.0	80.0	10.0	0.7720588830746061	-1.222562897344159	25.5	20.90000824946216	12.5	80.0	5.0	1.0658403478621328	-0.0067056186915088
gpt-4o-mini	0.1	73.25	5.4471141562830265	70.0	80.0	60.0	-0.2924037923497702	0.1058297764167393	49.0	18.32455930395628	45.0	70.0	30.0	0.1060638695573967	-1.971898398612204	13.5	4.8936048492959285	10.0	20.0	10.0	0.6811611145540122	-1.7194570135746603	9.0	5.758289219624358	10.0	20.0	0.0	0.6615721552402891	0.3104575163398695
grok-2-latest	0.7	75.0	7.310832774866962	80.0	80.0	60.0	-1.1346082082594184	-0.0890937019969277	62.333333333333336	16.120950886075686	60.0	90.0	30.0	0.2280652408246558	-0.1457988628538786	24.0	17.140393911700976	20.0	80.0	10.0	1.9650710904805253	4.146981523990053	22.166666666666668	12.776819887467369	20.0	50.0	5.0	0.2886857183636009	-0.2029737762158281
grok-2-latest	0.4	76.0	6.214554662658654	80.0	80.0	60.0	-1.3299917003084163	0.8308025591188852	64.33333333333333	12.507469032909713	60.0	90.0	40.0	0.7851716524955602	0.5931176538592875	25.0	17.955884637172524	20.0	80.0	10.0	1.6656559992167617	2.6404311846274724	24.33333333333333	16.491028560660055	30.0	70.0	5.0	0.4718911708782344	0.3530503557267797
grok-2-latest	0.9	76.66666666666667	4.794633014853841	80.0	80.0	70.0	-0.7448804862362256	-1.5535714285714242	69.33333333333333	13.373502709187438	60.0	90.0	60.0	0.8709072469099167	-1.1936097057626789	27.0	18.222759547259614	20.0	80.0	10.0	1.1019245881504522	0.8608978734462762	24.33333333333333	13.817363722139076	30.0	50.0	5.0	-0.1459031757668187	-0.7989155905515237
grok-2-latest	0.1	60.0	21.97176872010205	70.0	80.0	30.0	-0.6269641001399384	-1.5535714285714286	41.333333333333336	21.29162589689508	30.0	70.0	20.0	0.5486721014582248	-1.5673099868750748	29.666666666666668	22.20334447210885	20.0	60.0	10.0	0.6321827767491736	-1.5587264033301529	27.33333333333333	19.24135871131432	30.0	70.0	5.0	0.4108187098216146	-0.3039995297965823
grok-3-fast-latest	0.7	61.5	23.310128034086755	70.0	85.0	30.0	-0.5626388335102565	-1.5499627789213153	57.0	13.871329896713158	60.0	75.0	30.0	-0.6121102643626232	-0.9462768580152092	32.333333333333336	32.1830254394577	10.0	80.0	10.0	0.7568637529959298	-1.5161267929551503	27.33333333333333	23.146211924130945	20.0	80.0	5.0	0.7973176799848587	-0.5756537618709849
grok-3-fast-latest	0.4	62.5	23.988143623105948	72.5	85.0	30.0	-0.5821495492858291	-1.5620535860404563	57.333333333333336	14.60593486680443	60.0	80.0	30.0	-0.2126893705829407	-1.1533058805418728	32.5	32.39705180286072	10.0	80.0	10.0	0.7517551166544203	-1.531632891608268	33.0	30.27460526807792	20.0	80.0	5.0	0.6360674637822226	-1.4590930851236636
grok-3-fast-latest	0.9	63.333333333333336	25.775333481682715	75.0	85.0	20.0	-0.7104193285914523	-1.4582352684611397	69.33333333333333	13.113124074319812	60.0	90.0	60.0	0.9172692779862368	-1.0476651769117955	40.833333333333336	30.0023945404516	20.0	85.0	20.0	0.7528947186482133	-1.527998338135097	36.0	24.579217461800585	30.0	70.0	10.0	0.4084401368290389	-1.4850651223563591
grok-3-fast-latest	0.1	58.333333333333336	28.263944783286068	70.0	85.0	20.0	-0.5854371255251326	-1.5535714285714288	48.66666666666666	15.698305055298022	40.0	70.0	30.0	0.579286528010296	-1.4883057394265358	30.33333333333333	29.30026872106188	10.0	80.0	10.0	0.7580295646388793	-1.5079272363883804	27.666666666666668	23.368610442706863	20.0	60.0	5.0	0.5536563014870822	-1.515995746234461
grok-3-latest	0.7	61.833333333333336	23.46983880075305	70.0	85.0	30.0	-0.5863326246922754	-1.5535359093616168	58.833333333333336	13.498616361618732	60.0	90.0	40.0	-0.1063900658353166	-0.5720406201896591	33.333333333333336	32.94021055282385	10.0	80.0	10.0	0.7444793057840201	-1.530224342861247	30.83333333333333	26.976469099151416	20.0	70.0	5.0	0.6315798529685045	-1.4134214873824038
grok-3-latest	0.4	62.16666666666666	23.76912418175765	70.0	85.0	30.0	-0.5741174320548529	-1.5585594553661304	57.0	13.16997630453711	60.0	80.0	40.0	-0.2736595468276793	-1.4014803538891616	33.333333333333336	32.914029430219166	10.0	80.0	10.0	0.739781355214612	-1.5433380942664765	32.0	28.87547581336584	20.0	80.0	5.0	0.5918407931871688	-1.5250377207573238
grok-3-latest	0.9	63.833333333333336	25.34871734949064	77.5	85.0	20.0	-0.7028451638605683	-1.4971128596934726	68.33333333333333	16.832508230603462	60.0	90.0	40.0	0.187643144916473	-1.110436872517769	38.66666666666666	29.911747586494524	20.0	80.0	10.0	0.701103235808645	-1.5445503676342442	35.5	25.708914326786903	30.0	70.0	5.0	0.3867378864948132	-1.5183497085512825
grok-3-latest	0.1	57.833333333333336	27.813521064816445	70.0	85.0	20.0	-0.6018421193424276	-1.547930662551095	49.0	16.20983098892938	40.0	75.0	30.0	0.6084088557829451	-1.4350910778541135	30.0	28.767798089123048	10.0	70.0	10.0	0.7448804862362217	-1.5535714285714286	28.166666666666668	23.689199246060223	20.0	60.0	5.0	0.531008576804718	-1.5566588364576674
grok-3-mini-fast-latest	0.7	60.0	26.78136253647945	75.0	85.0	15.0	-0.6981903547856989	-1.423040509503851	49.833333333333336	16.788919443846112	45.0	75.0	25.0	0.0719219403139567	-1.4196633615933516	32.666666666666664	31.06537415297565	15.0	85.0	5.0	0.7536309927158232	-1.4520642581710526	34.333333333333336	28.63965581248265	30.0	85.0	0.0	0.3300152601137249	-1.4398690385707509
grok-3-mini-fast-latest	0.4	60.5	26.10819662547536	75.0	85.0	20.0	-0.6399999667730661	-1.5158129748842013	49.5	19.043960034433574	52.5	75.0	20.0	-0.1663351378468637	-1.4925323450793102	32.5	32.977264895682296	10.0	85.0	5.0	0.748311148502974	-1.46892876721898	35.0	28.314733583967104	30.0	85.0	0.0	0.2551146131298121	-1.4809353131933778
grok-3-mini-fast-latest	0.9	60.333333333333336	27.162770329147637	75.0	85.0	15.0	-0.6390450296248725	-1.4957473318524928	52.833333333333336	16.592651745698245	55.0	75.0	20.0	-0.2945716146516248	-1.1424869133144373	34.333333333333336	32.263284709246285	15.0	85.0	5.0	0.7358497334903075	-1.5210207724542617	36.833333333333336	27.99271251634947	30.0	85.0	5.0	0.3384806859699658	-1.3645245994756643
grok-3-mini-fast-latest	0.1	58.833333333333336	21.603134085100955	60.0	85.0	20.0	-0.3296504404995071	-1.2302133311321235	48.333333333333336	19.84132457573184	52.5	75.0	10.0	-0.3063933153621688	-1.2016912385925125	30.0	34.03851773587053	10.0	80.0	0.0	0.7208782633082206	-1.5219087014766226	36.16666666666666	27.62692756056637	30.0	85.0	0.0	0.3847823794716078	-1.3635078327718089
grok-3-mini-latest	0.7	61.0	25.74409875465939	75.0	85.0	15.0	-0.6852097328974656	-1.4095590151068318	48.66666666666666	20.50791829132538	50.0	75.0	20.0	-0.0584366901811302	-1.5714700415983207	33.0	32.09898483731545	10.0	80.0	10.0	0.7501537497291088	-1.5168569083072478	34.666666666666664	30.482706610451288	25.0	85.0	5.0	0.579729481139377	-1.3646783578480253
grok-3-mini-latest	0.4	60.833333333333336	26.848339489311684	75.0	85.0	20.0	-0.6842019385336976	-1.5050802498589837	48.66666666666666	18.888663510036977	55.0	75.0	15.0	-0.4648550495130152	-1.166298905671149	33.5	32.51392274724465	15.0	85.0	5.0	0.7364867938479953	-1.516996906010473	36.333333333333336	25.492843259849703	35.0	70.0	0.0	0.098215407313083	-1.5468783636055112
grok-3-mini-latest	0.9	64.0	23.722534027579243	75.0	85.0	25.0	-0.7340975184648775	-1.2819839818075924	53.5	18.761203549364566	60.0	75.0	25.0	-0.4704651863927002	-1.4098606259090325	35.5	32.86204182797302	15.0	85.0	10.0	0.7463407327406204	-1.5070836866431012	38.833333333333336	30.560379277901564	37.5	85.0	5.0	0.2769722470817382	-1.4610335769393412
grok-3-mini-latest	0.1	58.333333333333336	24.71678660809057	65.0	85.0	20.0	-0.4594448589787553	-1.4602450534989402	47.66666666666666	18.74204812223285	45.0	75.0	15.0	-0.1378420539488602	-0.8118621924524323	29.666666666666668	31.97340849166245	10.0	75.0	5.0	0.7351525457206878	-1.5400780506628071	36.0	24.544119318147235	30.0	80.0	0.0	0.058245870242031	-1.2526566874891207
